B4,B3,B2,B8,B11,B12,NDVI,NDBI,MNDWI,NDSLI,class,sample
0.0575,0.0858,0.0939,0.3866,0.1858,0.0825,0.7410493,-0.3508036,-0.36818853,-0.5273325,1,train
0.0535,0.0818,0.091,0.4017,0.1873,0.0793,0.7649385,-0.3640068,-0.39204755,-0.55564785,1,train
0.0507,0.0781,0.089,0.3725,0.1863,0.0758,0.76039696,-0.33321404,-0.4092284,-0.5721519,1,train
0.0497,0.0768,0.0883,0.399,0.1844,0.0747,0.7784711,-0.36784366,-0.41194487,-0.57539517,1,train
0.0518,0.0779,0.089,0.4115,0.1603,0.0678,0.7763868,-0.43931445,-0.3459278,-0.51155114,1,train
0.0513,0.0788,0.0897,0.3778,0.1599,0.0662,0.7608949,-0.40524456,-0.339757,-0.5142045,1,train
0.0497,0.0739,0.0872,0.3494,0.1617,0.0699,0.7509396,-0.36724713,-0.37266552,-0.5298013,1,train
0.0497,0.0742,0.0862,0.3458,0.1643,0.0748,0.7486726,-0.3558126,-0.37777779,-0.535514,1,train
0.0506,0.0784,0.0883,0.4087,0.1643,0.0748,0.7796647,-0.42652705,-0.35393488,-0.5290833,1,train
0.0484,0.0721,0.0867,0.4048,0.1742,0.083,0.78640777,-0.39827287,-0.41453514,-0.56513923,1,train
0.0485,0.0687,0.0859,0.3097,0.1742,0.083,0.72920156,-0.28001654,-0.4343351,-0.56443644,1,train
0.0541,0.0783,0.0934,0.2625,0.1806,0.083,0.65824383,-0.1848341,-0.39513326,-0.53898597,1,train
0.0558,0.0825,0.0925,0.3411,0.1858,0.0825,0.71882087,-0.29474285,-0.38501677,-0.5380795,1,train
0.0521,0.0747,0.0889,0.3395,0.1873,0.0793,0.73391217,-0.28891423,-0.429771,-0.5647452,1,train
0.0469,0.0722,0.0865,0.3165,0.1863,0.0758,0.7418822,-0.2589499,-0.44139263,-0.59777015,1,train
0.049,0.0775,0.0883,0.4151,0.1844,0.0747,0.7888386,-0.38482067,-0.40817106,-0.58011997,1,train
0.0527,0.0825,0.0895,0.4152,0.1931,0.0798,0.7747382,-0.36511588,-0.40130624,-0.5711961,1,train
0.0564,0.0858,0.0925,0.4434,0.1931,0.0798,0.7743097,-0.3932443,-0.38472572,-0.5478958,1,train
0.0543,0.084,0.0927,0.4214,0.1931,0.082,0.77170485,-0.37152156,-0.3937207,-0.5610348,1,train
0.0526,0.0771,0.0876,0.3771,0.204,0.0889,0.75517803,-0.29788333,-0.45144075,-0.5900234,1,train
0.0545,0.0829,0.0896,0.3901,0.2112,0.0961,0.7548358,-0.29752204,-0.43624616,-0.5897629,1,train
0.0572,0.0852,0.093,0.4524,0.2112,0.0961,0.7755102,-0.36347198,-0.42510122,-0.57377046,1,train
0.072,0.0935,0.0917,0.4213,0.2186,0.1073,0.7080884,-0.31676823,-0.40083307,-0.5044735,1,train
0.0814,0.0952,0.097,0.3322,0.2186,0.1073,0.60638297,-0.20624544,-0.39324412,-0.45733336,1,train
0.0621,0.0837,0.0933,0.3171,0.2069,0.0997,0.67246836,-0.21030532,-0.42395043,-0.53828996,1,train
0.0508,0.0743,0.0892,0.3333,0.1811,0.0816,0.73548555,-0.2958787,-0.4181676,-0.5618801,1,train
0.0508,0.0746,0.0866,0.3381,0.1709,0.0724,0.73875034,-0.32848722,-0.39226067,-0.5417231,1,train
0.0457,0.0716,0.0851,0.3637,0.1726,0.0718,0.77674645,-0.35633042,-0.41359544,-0.58131015,1,train
0.0465,0.0741,0.0875,0.3969,0.1726,0.0718,0.7902571,-0.39385426,-0.39927036,-0.57553625,1,train
0.0513,0.0799,0.0915,0.432,0.1866,0.0768,0.7877095,-0.39670223,-0.40037525,-0.56872636,1,train
0.0549,0.0821,0.0924,0.4163,0.1931,0.0798,0.7669779,-0.36626187,-0.40334305,-0.55725807,1,train
0.0537,0.0826,0.0909,0.4086,0.1931,0.0798,0.7676833,-0.35815188,-0.400798,-0.5648298,1,train
0.0516,0.082,0.0902,0.395,0.1931,0.082,0.7689207,-0.34330896,-0.40385315,-0.5782591,1,train
0.0536,0.0846,0.0909,0.4139,0.204,0.0889,0.7706952,-0.33969897,-0.4137214,-0.5838509,1,train
0.0568,0.0846,0.0921,0.4339,0.2112,0.0961,0.768494,-0.3452178,-0.42799187,-0.5761194,1,train
0.057,0.091,0.0974,0.484,0.2112,0.0961,0.7892791,-0.39240506,-0.39774984,-0.5749441,1,train
0.0866,0.1041,0.1037,0.4791,0.2186,0.1073,0.69383067,-0.37336963,-0.35481873,-0.43250328,1,train
0.0799,0.1008,0.1038,0.4923,0.2186,0.1073,0.720727,-0.3850049,-0.36881655,-0.46465665,1,train
0.0648,0.0901,0.0959,0.4787,0.2069,0.0997,0.76154554,-0.39644107,-0.393266,-0.5230033,1,train
0.0437,0.0729,0.0861,0.3862,0.1811,0.0816,0.7966969,-0.36153713,-0.42598426,-0.61121,1,train
0.0478,0.0732,0.0885,0.3338,0.1709,0.0724,0.7494759,-0.32276598,-0.4002458,-0.5628715,1,train
0.0491,0.0793,0.0875,0.4169,0.1726,0.0718,0.7892704,-0.414419,-0.37038508,-0.5570591,1,train
0.0493,0.0793,0.0874,0.427,0.1726,0.0718,0.7929876,-0.42428285,-0.37038508,-0.5556557,1,train
0.0501,0.0776,0.0911,0.3616,0.1756,0.0726,0.7566189,-0.34623975,-0.38704583,-0.55604786,1,train
0.0504,0.0762,0.0908,0.3561,0.1717,0.0707,0.75202954,-0.34937474,-0.38523597,-0.5461504,1,train
0.0486,0.0747,0.0898,0.3492,0.1674,0.0664,0.7556561,-0.35191637,-0.38289964,-0.55,1,train
0.0528,0.0792,0.0888,0.3606,0.182,0.0734,0.7445573,-0.32915592,-0.39356813,-0.55025554,1,train
0.0528,0.0827,0.0903,0.4114,0.1976,0.0831,0.77251184,-0.3510673,-0.40991795,-0.5782748,1,train
0.0543,0.0898,0.0933,0.4845,0.1976,0.0831,0.798441,-0.42061278,-0.375087,-0.56887656,1,train
0.0577,0.0935,0.0948,0.4995,0.2211,0.0976,0.79289305,-0.3863447,-0.4055944,-0.58608323,1,train
0.054,0.0924,0.0906,0.5373,0.2211,0.0976,0.8173516,-0.41693038,-0.41052634,-0.6074155,1,train
0.0525,0.0887,0.0906,0.5357,0.2194,0.0936,0.8214893,-0.41888493,-0.42421293,-0.6138286,1,train
0.0441,0.0752,0.0856,0.4153,0.1957,0.0812,0.80801046,-0.3594108,-0.4448136,-0.6321935,1,train
0.0436,0.0714,0.0857,0.3433,0.1853,0.0757,0.77461874,-0.2989028,-0.4437086,-0.6190476,1,train
0.0489,0.0783,0.0873,0.3895,0.1801,0.0719,0.776916,-0.3676264,-0.39396283,-0.57292575,1,train
0.0508,0.0811,0.0895,0.4248,0.1801,0.0719,0.7863751,-0.4045297,-0.3790199,-0.55998266,1,train
0.0562,0.0849,0.0934,0.4827,0.2135,0.0856,0.79142696,-0.3866705,-0.43096513,-0.5832406,1,train
0.0469,0.0715,0.0856,0.3151,0.1717,0.0707,0.740884,-0.29457685,-0.41200656,-0.57090575,1,train
0.0426,0.0682,0.0843,0.2972,0.1674,0.0664,0.7492643,-0.27938008,-0.42105263,-0.5942857,1,train
0.0445,0.0683,0.0854,0.2934,0.1674,0.0664,0.73660845,-0.27343747,-0.42044973,-0.57999057,1,train
0.0501,0.0778,0.0872,0.3483,0.1976,0.0831,0.74849397,-0.27605787,-0.43500367,-0.5954784,1,train
0.0516,0.083,0.091,0.4606,0.1976,0.0831,0.7985162,-0.39957458,-0.40841058,-0.5858748,1,train
0.0497,0.0802,0.088,0.4687,0.2211,0.0976,0.80825615,-0.3589446,-0.46764022,-0.63293946,1,train
0.0528,0.0858,0.0909,0.5114,0.2211,0.0976,0.8128323,-0.39631397,-0.4408602,-0.61445785,1,train
0.053,0.087,0.0912,0.5349,0.2194,0.0936,0.81969726,-0.4182686,-0.4321149,-0.61086637,1,train
0.0524,0.083,0.0897,0.5316,0.1957,0.0812,0.82054794,-0.46184516,-0.4043775,-0.5775897,1,train
0.0473,0.0768,0.0878,0.4426,0.1853,0.0757,0.80689937,-0.40977865,-0.4139641,-0.5932932,1,train
0.0488,0.0725,0.0887,0.3708,0.1801,0.0719,0.7673975,-0.34616083,-0.4259699,-0.5736129,1,train
0.0506,0.0754,0.0905,0.3708,0.1801,0.0719,0.7598481,-0.34616083,-0.4097847,-0.5613351,1,train
0.0527,0.0791,0.0915,0.4161,0.2135,0.0856,0.7751706,-0.32179162,-0.45933014,-0.6040571,1,train
0.0467,0.0766,0.0856,0.4082,0.1677,0.0679,0.7946801,-0.41760725,-0.37290215,-0.5643656,1,train
0.047,0.0766,0.0856,0.4082,0.1677,0.0679,0.7934974,-0.41760725,-0.37290215,-0.5621798,1,train
0.0488,0.0794,0.0868,0.4106,0.1857,0.078,0.78754896,-0.37715915,-0.40098074,-0.5837953,1,train
0.0553,0.0872,0.0915,0.462,0.1857,0.078,0.78619754,-0.4265864,-0.36093807,-0.5410788,1,train
0.0554,0.0862,0.0924,0.4755,0.2039,0.0853,0.7912978,-0.3997645,-0.40572217,-0.57269573,1,train
0.0531,0.0803,0.0904,0.4622,0.2039,0.0853,0.79390645,-0.38777962,-0.43490496,-0.5867704,1,train
0.0506,0.0782,0.089,0.4487,0.202,0.0824,0.79731625,-0.37913015,-0.4418273,-0.5993666,1,train
0.0524,0.0805,0.0897,0.4446,0.1898,0.079,0.7891348,-0.40163934,-0.4043655,-0.5672997,1,train
0.0547,0.083,0.091,0.4374,0.1853,0.0738,0.7776875,-0.4048499,-0.3812896,-0.5441667,1,train
0.0533,0.0796,0.0914,0.3914,0.1765,0.0722,0.7602878,-0.3784117,-0.3783678,-0.5361183,1,train
0.0513,0.0788,0.0919,0.3608,0.1765,0.0722,0.7510313,-0.34301138,-0.382687,-0.5496049,1,train
0.0511,0.0771,0.0912,0.3699,0.1946,0.0786,0.75724465,-0.3105403,-0.43246228,-0.5840456,1,train
0.0487,0.0765,0.0868,0.4473,0.1857,0.078,0.80362904,-0.41327015,-0.41647598,-0.584471,1,train
0.0536,0.0823,0.0893,0.4171,0.1857,0.078,0.7722541,-0.38387525,-0.3858209,-0.55202675,1,train
0.0589,0.0894,0.0946,0.4273,0.2039,0.0853,0.7577129,-0.35392904,-0.39038527,-0.55175036,1,train
0.0598,0.0896,0.0944,0.449,0.2039,0.0853,0.7649371,-0.37540206,-0.38943782,-0.5464543,1,train
0.0509,0.079,0.0906,0.4329,0.1898,0.079,0.7895825,-0.39039668,-0.41220236,-0.5770669,1,train
0.0479,0.0745,0.0888,0.4082,0.1898,0.079,0.78995836,-0.3652174,-0.43624666,-0.596971,1,train
0.0503,0.0756,0.0906,0.3478,0.1853,0.0738,0.7472997,-0.30482087,-0.42046762,-0.5730051,1,train
0.0503,0.0756,0.0904,0.3446,0.1765,0.0722,0.74525195,-0.32258683,-0.400238,-0.5564374,1,train
0.0472,0.0744,0.0874,0.3441,0.1765,0.0722,0.7587529,-0.32193625,-0.406935,-0.5780062,1,train
0.0537,0.08,0.0919,0.3889,0.1946,0.0786,0.757343,-0.3329906,-0.41733432,-0.56745875,1,train
0.0542,0.0755,0.088,0.3525,0.1811,0.0766,0.7334645,-0.32121438,-0.41153547,-0.5393115,1,train
0.0577,0.0831,0.0928,0.332,0.1836,0.0795,0.70387477,-0.28782,-0.3768279,-0.5217571,1,train
0.0592,0.087,0.0939,0.3525,0.1836,0.0795,0.71241194,-0.31505316,-0.35698447,-0.51235586,1,train
0.0536,0.0758,0.0899,0.3725,0.186,0.0768,0.7484159,-0.33393016,-0.42093202,-0.5525877,1,train
0.0489,0.0729,0.0881,0.3712,0.186,0.0768,0.76719826,-0.33237615,-0.43684822,-0.5836526,1,train
0.0446,0.0679,0.0859,0.3103,0.1817,0.0759,0.7486616,-0.26138207,-0.4559295,-0.605833,1,train
0.0456,0.0688,0.0861,0.3039,0.1773,0.0751,0.7390558,-0.26309225,-0.4408777,-0.5908479,1,train
0.0465,0.072,0.0848,0.3528,0.1773,0.0751,0.7670924,-0.33106962,-0.4223827,-0.5844504,1,train
0.0475,0.0721,0.0886,0.3377,0.1689,0.0709,0.7533749,-0.33320177,-0.40165976,-0.56099814,1,train
0.0539,0.0757,0.089,0.2928,0.1836,0.0795,0.6890684,-0.22921917,-0.41612032,-0.54610527,1,train
0.0528,0.0758,0.0898,0.2931,0.1836,0.0795,0.6947095,-0.22970423,-0.41557437,-0.5532995,1,train
0.0504,0.072,0.0866,0.3347,0.186,0.0768,0.7382498,-0.2855771,-0.4418605,-0.57360405,1,train
0.0499,0.0741,0.0863,0.3629,0.186,0.0768,0.7582364,-0.3222809,-0.43021914,-0.5769394,1,train
0.0506,0.0789,0.0879,0.4084,0.1817,0.0759,0.7795207,-0.38417217,-0.3944743,-0.56435645,1,train
0.0518,0.079,0.0879,0.4167,0.1773,0.0751,0.77886873,-0.4030303,-0.3835349,-0.5477957,1,train
0.054,0.0788,0.0889,0.4192,0.1773,0.0751,0.77176666,-0.40553227,-0.3846154,-0.53307396,1,train
0.0458,0.0698,0.0867,0.3409,0.1689,0.0709,0.76312387,-0.33738723,-0.41516548,-0.5733582,1,train
0.0522,0.0787,0.0898,0.3655,0.1893,0.0801,0.75005984,-0.31759194,-0.4126866,-0.5677019,1,train
0.0531,0.0844,0.0891,0.4289,0.1893,0.0801,0.77966803,-0.38757685,-0.38326636,-0.5618812,1,train
0.0544,0.0884,0.0907,0.4718,0.1971,0.083,0.7932345,-0.41067424,-0.38073555,-0.5673956,1,train
0.0563,0.0884,0.0911,0.4809,0.199,0.0838,0.79039466,-0.41461977,-0.38482952,-0.55895025,1,train
0.0577,0.087,0.0911,0.461,0.199,0.0838,0.7775207,-0.39696968,-0.39160842,-0.550448,1,train
0.0573,0.0814,0.0907,0.4157,0.1935,0.0844,0.7577167,-0.36474064,-0.40778464,-0.5430622,1,train
0.0521,0.0755,0.0875,0.3719,0.1935,0.0844,0.7542453,-0.31552884,-0.43866172,-0.5757329,1,train
0.0569,0.084,0.0919,0.411,0.1893,0.0801,0.75678563,-0.36931536,-0.3852909,-0.5377742,1,train
0.0539,0.0814,0.0904,0.4385,0.1971,0.083,0.7810723,-0.3797986,-0.41543984,-0.57051796,1,train
0.0542,0.082,0.0904,0.4499,0.199,0.0838,0.7849633,-0.38665435,-0.4163701,-0.5718799,1,train
0.0542,0.0835,0.0903,0.4424,0.199,0.0838,0.7817157,-0.3794824,-0.40884957,-0.5718799,1,train
0.0581,0.0834,0.0912,0.4311,0.1935,0.0844,0.76246935,-0.3804035,-0.39761645,-0.5381558,1,train
0.0556,0.0799,0.0913,0.4193,0.1935,0.0844,0.7658454,-0.36847258,-0.41550842,-0.5535929,1,train
0.0488,0.0756,0.0867,0.4154,0.1918,0.0792,0.7897458,-0.3682477,-0.434555,-0.5943475,1,train
0.0515,0.0788,0.0895,0.4089,0.2037,0.0811,0.7762815,-0.3349657,-0.4421239,-0.596395,1,train
0.0525,0.0796,0.0891,0.4128,0.2037,0.0811,0.77433914,-0.33917275,-0.43805155,-0.59016395,1,train
0.0538,0.0793,0.0904,0.4173,0.2126,0.087,0.7715984,-0.3249722,-0.45666322,-0.5960961,1,train
0.0547,0.0845,0.0904,0.4393,0.2126,0.087,0.7785425,-0.34775275,-0.43116793,-0.590722,1,train
0.0491,0.0817,0.0876,0.4481,0.2037,0.0811,0.802494,-0.37496164,-0.42747024,-0.6115506,1,train
0.0526,0.0802,0.0904,0.4711,0.2037,0.0811,0.7991216,-0.39626554,-0.43501234,-0.5895435,1,train
0.0552,0.0843,0.0903,0.4505,0.2126,0.087,0.78168875,-0.35876945,-0.43213204,-0.58775204,1,train
0.0557,0.0877,0.091,0.4559,0.2126,0.087,0.7822518,-0.36394918,-0.4159174,-0.58479315,1,train
0.056,0.0866,0.0909,0.5076,0.2136,0.0856,0.8012775,-0.40765393,-0.4230513,-0.5845697,1,train
0.0535,0.08,0.0901,0.4338,0.2136,0.0856,0.78042275,-0.34012976,-0.45504087,-0.59940094,1,train
0.0586,0.0858,0.0918,0.4664,0.2136,0.0856,0.7767619,-0.37176472,-0.4268537,-0.5694342,1,train
0.0541,0.0796,0.0885,0.3913,0.2008,0.0818,0.75707227,-0.3217362,-0.43223965,-0.5755198,1,train
0.0519,0.0818,0.0903,0.45,0.1882,0.0758,0.7931859,-0.41021624,-0.39407408,-0.5676801,1,train
0.03,0.0491,0.0742,0.0891,0.0643,0.0311,0.4962217,-0.16166885,-0.1340388,-0.36373278,1,train
0.0307,0.051,0.0752,0.1036,0.0643,0.0311,0.5428146,-0.2340679,-0.115351275,-0.35368422,1,train
0.0317,0.0522,0.0764,0.1204,0.0643,0.0311,0.583169,-0.30373576,-0.10386266,-0.33958334,1,train
0.0374,0.0573,0.0789,0.1961,0.0758,0.0334,0.6796574,-0.44244206,-0.13899323,-0.33922264,1,train
0.038,0.0599,0.0791,0.2071,0.0831,0.0355,0.6899225,-0.42729154,-0.16223775,-0.3724195,1,train
0.0379,0.0596,0.0756,0.1839,0.0831,0.0355,0.6582507,-0.3775281,-0.16468115,-0.3735537,1,train
0.0363,0.0598,0.0767,0.1856,0.0737,0.0323,0.6728256,-0.43154645,-0.10411988,-0.34000003,1,train
0.0338,0.0564,0.0769,0.159,0.0643,0.0311,0.6493776,-0.42409313,-0.065451525,-0.31090727,1,train
0.0347,0.0562,0.077,0.159,0.0643,0.0311,0.641714,-0.42409313,-0.06721991,-0.29898992,1,train
0.0302,0.0511,0.0741,0.1016,0.0481,0.0215,0.54172987,-0.35738143,0.030241959,-0.2286079,1,train
0.0314,0.0512,0.0757,0.1027,0.0481,0.0215,0.5316928,-0.36206898,0.031218534,-0.21006289,1,train
0.0323,0.0521,0.0765,0.1196,0.0739,0.0303,0.5747202,-0.2361757,-0.17301588,-0.39171377,1,train
0.0352,0.0569,0.0769,0.1694,0.0739,0.0303,0.655914,-0.39251953,-0.12996943,-0.35472044,1,train
0.0374,0.0597,0.0781,0.1888,0.0737,0.0323,0.6693192,-0.43847618,-0.10494754,-0.3267327,1,train
0.0371,0.0606,0.0772,0.177,0.0737,0.0323,0.65343297,-0.41204625,-0.09754282,-0.33032495,1,train
0.0342,0.0566,0.0772,0.1615,0.0653,0.0263,0.65048546,-0.42416227,-0.07136999,-0.31256282,1,train
0.0331,0.056,0.077,0.167,0.0672,0.0287,0.6691654,-0.42613152,-0.09090906,-0.33998004,1,train
0.0323,0.0547,0.077,0.1646,0.0672,0.0287,0.6719147,-0.42018983,-0.10254306,-0.35075375,1,train
0.0308,0.0502,0.0744,0.0832,0.0415,0.0162,0.45964912,-0.3344026,0.09487461,-0.14799446,1,train
0.0304,0.0498,0.0746,0.0824,0.0415,0.0157,0.4609929,-0.33010495,0.09090912,-0.15438105,1,train
0.0303,0.0509,0.0747,0.0851,0.0418,0.0172,0.47487003,-0.34121358,0.09816614,-0.15950067,1,train
0.0298,0.0488,0.0737,0.0752,0.0418,0.0172,0.43238094,-0.28547007,0.077262685,-0.16759777,1,train
0.0309,0.0507,0.0757,0.1048,0.0532,0.0225,0.5445836,-0.32658228,-0.024061576,-0.26516053,1,train
0.0311,0.0522,0.0763,0.1272,0.0532,0.0225,0.6070752,-0.41019958,-0.00948765,-0.26215896,1,train
0.0315,0.0505,0.0743,0.1143,0.061,0.0267,0.5679012,-0.30405018,-0.09417039,-0.3189189,1,train
0.031,0.052,0.076,0.1369,0.061,0.0267,0.6307326,-0.383527,-0.07964601,-0.32608697,1,train
0.0322,0.0529,0.0765,0.1383,0.0653,0.0263,0.6222874,-0.35854617,-0.10490695,-0.3394872,1,train
0.0322,0.0544,0.0771,0.1523,0.0672,0.0287,0.6509485,-0.38769934,-0.10526314,-0.35211265,1,train
0.0295,0.0485,0.0744,0.0795,0.0358,0.0147,0.4587156,-0.37901127,0.15065247,-0.09647778,1,train
0.0309,0.0499,0.0747,0.0798,0.0358,0.0147,0.44173443,-0.38062286,0.16452743,-0.07346325,1,train
0.0316,0.0517,0.0756,0.0983,0.0378,0.0164,0.5134719,-0.4445261,0.15530728,-0.089337185,1,train
0.0328,0.0533,0.0754,0.1088,0.0415,0.0157,0.5367232,-0.44777113,0.124472596,-0.11709285,1,train
0.0316,0.0517,0.0758,0.111,0.043,0.0197,0.5568023,-0.44155842,0.09186904,-0.15281506,1,train
0.0311,0.0516,0.075,0.1043,0.0448,0.0197,0.5406204,-0.39906105,0.07053945,-0.18050066,1,train
0.0306,0.0501,0.0745,0.0914,0.0448,0.0197,0.49836063,-0.34214392,0.055848267,-0.18832889,1,train
0.0314,0.0509,0.076,0.0973,0.0532,0.0225,0.51204354,-0.29302326,-0.022094121,-0.25768322,1,train
0.031,0.0506,0.0752,0.1111,0.0532,0.0225,0.56368756,-0.35240415,-0.025048163,-0.26365796,1,train
0.0303,0.0497,0.0745,0.0822,0.0552,0.0241,0.4613333,-0.19650654,-0.052430887,-0.29122806,1,train
0.0302,0.0506,0.0746,0.0919,0.0552,0.0241,0.50532347,-0.24949014,-0.043478258,-0.29274002,1,train
0.0303,0.05,0.0748,0.0902,0.0552,0.0224,0.49709544,-0.24071527,-0.049429644,-0.29122806,1,train
0.0309,0.0508,0.0756,0.1142,0.0509,0.0203,0.57408684,-0.383404,-9.833009E-4,-0.24449879,1,train
0.0299,0.0491,0.0741,0.0711,0.0271,0.0144,0.40792078,-0.44806513,0.2887139,0.049122788,1,train
0.0302,0.0499,0.0758,0.0795,0.0316,0.0133,0.44940746,-0.4311431,0.22453989,-0.022653684,1,train
0.0292,0.0489,0.0751,0.0846,0.0316,0.0133,0.48681897,-0.45611018,0.21490686,-0.03947365,1,train
0.0297,0.0486,0.0747,0.0822,0.0338,0.0147,0.4691689,-0.4172414,0.17961167,-0.06456691,1,train
0.0318,0.0516,0.0758,0.0981,0.0338,0.0147,0.5103926,-0.48749053,0.20843095,-0.030487753,1,train
0.0317,0.0518,0.0758,0.0983,0.0373,0.0157,0.5123077,-0.4498525,0.16273849,-0.08115944,1,train
0.0316,0.0514,0.0762,0.0964,0.0428,0.018,0.50625,-0.38505745,0.09129508,-0.15053768,1,train
0.0328,0.0521,0.0764,0.1172,0.0461,0.0199,0.56266665,-0.43539497,0.061099768,-0.16856782,1,train
0.0328,0.0528,0.0758,0.1299,0.0502,0.0212,0.5968039,-0.4425319,0.025242712,-0.20963855,1,train
0.0324,0.052,0.0759,0.1228,0.0502,0.0212,0.58247423,-0.41965318,0.01761253,-0.21549636,1,train
0.0329,0.0529,0.0769,0.1302,0.0561,0.0235,0.5965665,-0.39774558,-0.029357782,-0.26067412,1,train
0.0345,0.0533,0.0765,0.152,0.0561,0.0235,0.6300268,-0.4608361,-0.02559414,-0.2384106,1,train
0.031,0.051,0.0743,0.0991,0.0448,0.0184,0.5234435,-0.3773454,0.06471817,-0.18205804,1,train
0.03,0.0504,0.0748,0.0894,0.0448,0.0184,0.49748746,-0.33233982,0.05882355,-0.19786096,1,train
0.03,0.05,0.0748,0.0789,0.0472,0.019,0.44903582,-0.25138777,0.028806573,-0.22279796,1,train
0.0303,0.0502,0.0746,0.0906,0.0509,0.0203,0.4987593,-0.28056535,-0.0069238446,-0.2536946,1,train
0.0299,0.0485,0.074,0.067,0.0245,0.0128,0.38286895,-0.4644809,0.32876715,0.09926471,1,train
0.0297,0.0489,0.0744,0.0688,0.0245,0.0135,0.39695433,-0.47481245,0.3324251,0.09594097,1,train
0.0297,0.0482,0.075,0.0709,0.0245,0.0135,0.40954274,-0.4863732,0.32599726,0.09594097,1,train
0.0298,0.0494,0.0753,0.0825,0.0295,0.0121,0.46927872,-0.4732143,0.252218,0.005059013,1,train
0.0296,0.0485,0.0747,0.0842,0.0295,0.0121,0.4797891,-0.4810906,0.24358976,0.0016920445,1,train
0.0302,0.0487,0.0744,0.0777,0.0356,0.015,0.4402224,-0.37157986,0.15539742,-0.08206684,1,train
0.0317,0.0517,0.0759,0.1023,0.0356,0.015,0.52686566,-0.48368385,0.18442154,-0.057949465,1,train
0.0318,0.0525,0.0759,0.1067,0.0457,0.0195,0.5407942,-0.4002625,0.06924643,-0.1793548,1,train
0.0311,0.0496,0.0749,0.0858,0.046,0.02,0.46792132,-0.3019727,0.03765692,-0.19325553,1,train
0.0309,0.0504,0.0749,0.0803,0.0478,0.0194,0.44424462,-0.25370806,0.026476571,-0.21473953,1,train
0.0344,0.0532,0.077,0.1219,0.0502,0.0216,0.55982083,-0.41661823,0.029013526,-0.18676122,1,train
0.0346,0.0538,0.077,0.1248,0.0502,0.0216,0.565872,-0.4262857,0.034615397,-0.18396226,1,train
0.0342,0.0569,0.0773,0.1521,0.0673,0.0314,0.6328502,-0.38650864,-0.08373592,-0.32610834,1,train
0.035,0.0555,0.0765,0.1492,0.0673,0.0314,0.6199783,-0.378291,-0.096091196,-0.31573802,1,train
0.0303,0.051,0.0747,0.1065,0.0535,0.0226,0.55701756,-0.33124998,-0.023923459,-0.27684963,1,train
0.0303,0.0499,0.0745,0.101,0.0535,0.0226,0.53846157,-0.30744338,-0.03481626,-0.27684963,1,train
0.0303,0.0497,0.0742,0.0841,0.0558,0.0226,0.47027972,-0.20228736,-0.057819895,-0.29616722,1,train
0.0329,0.055,0.0761,0.1408,0.0586,0.0271,0.62118596,-0.4122367,-0.031690154,-0.2808743,1,train
0.0304,0.0485,0.0743,0.0706,0.0245,0.0127,0.39801982,-0.48475292,0.32876715,0.10746814,1,train
0.0299,0.0478,0.0743,0.0703,0.0245,0.0127,0.4031936,-0.48312235,0.32226834,0.09926471,1,train
0.0297,0.0495,0.0738,0.0743,0.0264,0.012,0.42884615,-0.4756703,0.3043478,0.05882353,1,train
0.0296,0.0488,0.0745,0.0718,0.0264,0.012,0.41617358,-0.4623218,0.29787233,0.05714286,1,train
0.0298,0.0487,0.074,0.0723,0.044,0.0177,0.41625857,-0.24333622,0.0507012,-0.19241193,1,train
0.0313,0.0524,0.0755,0.1041,0.044,0.0177,0.53766614,-0.40580687,0.08713694,-0.16865869,1,train
0.0322,0.0545,0.0774,0.1206,0.0457,0.0202,0.578534,-0.45039088,0.08782435,-0.17329907,1,train
0.0308,0.0506,0.0754,0.0972,0.0503,0.0208,0.51875,-0.3179661,0.0029732543,-0.24044389,1,train
0.0302,0.0491,0.0744,0.0753,0.0484,0.021,0.42748815,-0.2174616,0.007179494,-0.23155215,1,train
0.0333,0.052,0.0767,0.0946,0.0517,0.0222,0.47928068,-0.2932331,0.0028929736,-0.21647057,1,train
0.0336,0.0524,0.0764,0.1109,0.0517,0.0222,0.5349481,-0.36408365,0.00672431,-0.21219228,1,train
0.0328,0.0537,0.0761,0.1322,0.0734,0.0332,0.60242426,-0.28599223,-0.15499605,-0.38229755,1,train
0.034,0.0541,0.0762,0.1356,0.0734,0.0332,0.5990566,-0.29760766,-0.15137254,-0.36685285,1,train
0.0313,0.0529,0.0757,0.1285,0.0653,0.0278,0.60826033,-0.32610938,-0.10490695,-0.3519669,1,train
0.0309,0.0519,0.0757,0.1132,0.0653,0.0278,0.57113117,-0.26834732,-0.114334494,-0.35758838,1,train
0.0306,0.0499,0.0749,0.1016,0.0591,0.0272,0.537065,-0.26446795,-0.084403664,-0.31772575,1,train
0.0339,0.0549,0.0779,0.1444,0.0586,0.0271,0.61974204,-0.42266008,-0.03259911,-0.26702702,1,train
0.0298,0.0489,0.0738,0.0717,0.0252,0.0118,0.41280788,-0.47987616,0.31983808,0.08363636,1,train
0.0298,0.0488,0.0741,0.0691,0.0277,0.0118,0.39737108,-0.42768595,0.275817,0.036521744,1,train
0.0292,0.0489,0.0747,0.0674,0.0277,0.0118,0.39544514,-0.41745532,0.27676243,0.02636206,1,train
0.0305,0.0508,0.0754,0.0875,0.0453,0.0197,0.48305082,-0.31777108,0.057232052,-0.19525065,1,train
